cluster_id,top_keywords,earliest_published,latest_published,article_count
6496,"gift, givers, aid, third wave, south africa, exness, donates, covid19",2021-07-12T11:40:01.937Z,2021-08-07T09:29:28.540Z,5
876,"police, mthokozisi ntumba, students, wits, rubber bullets, protest, shooting, cops",2021-03-10T15:12:02.530Z,2021-03-30T07:15:31.430Z,51
9292,"dams, adjustment, budget, provision, drought, projects, dry, taps",2021-09-09T04:02:52.207Z,2021-09-10T10:41:57.650Z,5
64,"police, crime, kzn, cele, western cape, cops, cape town, pietermaritzburg",2021-03-01T08:49:28.180Z,2021-08-28T04:17:05.480Z,304
2356,"sa, travel, vaccinated, us, covid19, uk, flights, travellers",2021-04-09T15:25:05.693Z,2021-08-29T14:01:51.110Z,99
9226,"saudi arabia, south african, lifts, ban, south, african, vaccine, conditions",2021-09-08T06:54:04.247Z,2021-09-08T06:54:04.247Z,1
8973,"stay, kogelberg, picture, perfect, eco, cabins, bali, scooter",2021-09-06T07:56:40.950Z,2021-09-10T04:23:08.233Z,5
9276,"retrenchment, cocacola, staff, allowed, tribunal, rules",2021-09-08T16:03:51.760Z,2021-09-08T16:03:51.760Z,1
9279,"drag race, watch, tesla, model, plaid, crush, world, quickest",2021-09-08T16:25:07.183Z,2021-09-08T16:25:07.183Z,1
9452,"sundowns, boss, want, inspire, nation, marumo gallants, caf, whistle",2021-09-10T14:18:51.783Z,2021-09-11T22:48:52.730Z,8
8536,"residents, tourists, scramble, evacuate, california, fire, nears, lake",2021-08-31T11:02:25.220Z,2021-08-31T11:02:25.220Z,1
9379,"kolbe, departure, save, money, toulouse",2021-09-09T17:17:49.990Z,2021-09-09T17:17:49.990Z,1
7799,"watch, latest, news, videos, africa, world",2021-08-13T10:36:38.813Z,2021-08-13T10:53:02.483Z,2
1974,"jacques pauw, cape town, charges, withdrawn, journalist, cape, town, fiasco",2021-04-01T09:00:24.287Z,2021-04-01T09:00:24.287Z,1
9107,"nicki minaj, new music, rihanna, little, reunion, fans, think, new",2021-09-07T07:40:16.920Z,2021-09-07T07:40:16.920Z,1
9248,"south africa, georgia, rugby, coach, returns, home, 2month, covid",2021-09-08T10:59:30.100Z,2021-09-08T10:59:30.100Z,1
7134,"arnot, coal, mine, halfowned, exxaro, retrenched, workers, return",2021-07-28T10:36:25.923Z,2021-07-28T10:36:25.923Z,1
9358,"business, ready, sell, horoscopes, stars, store, week",2021-09-09T14:26:32.110Z,2021-09-10T07:07:54.293Z,2
8848,"wedding dress, buy, simple, elegant, custommade, kzn, designer",2021-09-03T13:18:13.810Z,2021-09-03T13:18:13.810Z,1
6090,"space, jeff bezos, richard branson, branson, bezos, richard, edge, blue origin",2021-07-01T16:07:46.987Z,2021-07-31T07:17:57.997Z,26
7517,"jungle cruise, emily blunt, dwayne johnson, ghosted, dwayne, johnson, jungle, cruise",2021-08-06T02:00:07.050Z,2021-08-11T04:27:09.223Z,3
5245,"new, sa, jaguar, left, ferrari, engine, performance cars, preowned",2021-06-14T02:46:25.007Z,2021-08-29T05:00:06.563Z,18
7905,"marikana massacre, ramaphosa, marikana, years, role, takes, malema, gives",2021-08-16T12:29:24.177Z,2021-08-21T13:36:58.793Z,6
8788,"plan, choose, maintenance, vs, service",2021-09-02T15:08:50.903Z,2021-09-02T15:08:50.903Z,1
699,"students, nzimande, student protests, student, protests, funding, higher education, nsfas",2021-03-08T14:13:37.050Z,2021-03-26T08:46:44.150Z,70
9157,"kebby maphatsoe, anc, seeks, probe, claims, gunshots, fired, funeral",2021-09-07T14:49:56.400Z,2021-09-07T14:49:56.400Z,1
8445,"miss supranational, chanique rabe, chanique, rabe, welcome, home, cyberbullied, win",2021-08-30T12:52:56.843Z,2021-08-30T12:52:56.843Z,1
9396,"south africans, us, 911, share, memories, america, darkest, day",2021-09-10T04:25:48.600Z,2021-09-10T04:25:48.600Z,1
9482,"wanted, volunteers, needed, test, rooibos, allergies",2021-09-11T15:17:49.973Z,2021-09-11T15:17:49.973Z,1
8852,"dr congo, dead, mining, pollution, river",2021-09-03T14:14:48.553Z,2021-09-03T14:14:48.553Z,1
7064,"watch, getting, know, vaccines, work",2021-07-26T22:07:13.960Z,2021-07-26T22:07:13.960Z,1
8042,"chinese, satellite, russian, rocket, piece, crashed, space, starlink",2021-08-19T06:51:52.910Z,2021-08-22T04:03:05.390Z,2
7236,"mandla lamba billionaires club, worried, members, turn, police",2021-07-30T10:31:33.663Z,2021-07-30T10:31:33.663Z,1
9042,"plussize, brand, donna, phased, merged, foschini, offer, sizes",2021-09-06T14:29:20.173Z,2021-09-06T14:29:20.173Z,1
10113,"opinion, siya, khumalo, insurance, plan, countries, fail, protect",2021-09-20T03:00:30.777Z,2021-09-21T14:32:22.030Z,7
10129,"waste, dumped, umgeni, river, kwazulunatal, scary",2021-09-20T04:31:38.327Z,2021-09-20T04:31:38.327Z,1
10154,"new zealand, extends, covid19, lockdown, auckland",2021-09-20T06:56:05.667Z,2021-09-20T06:56:05.667Z,1
10163,"hlengiwe mkhize, mkhize, deputy minister, official, funeral, declared, presidency, hlengiwe",2021-09-20T07:44:15.403Z,2021-09-25T18:49:51.440Z,4
10093,"assassinated, iran, nuclear, scientist, aipowered, remotecontrolled, gun, report",2021-09-19T11:34:02.457Z,2021-09-19T11:34:02.457Z,1
9853,"survivor sa, chappies, tyson, change, vote, trust, speak, fan",2021-09-15T14:50:43.740Z,2021-09-19T05:23:25.683Z,3
10251,"vladimir putin, sweden, blocks, naming, baby, boy",2021-09-20T17:54:12.267Z,2021-09-20T17:54:12.267Z,1
10255,"aid, reaches, mozambique, insurgenthit, palma, month, hiatus",2021-09-20T18:56:28.883Z,2021-09-20T18:56:28.883Z,1
10117,"sa, jobs, lost, tourism, govt, needs, sector, nigeria",2021-09-20T03:15:45.123Z,2021-09-25T22:05:35.407Z,15
10092,"website, blamed, nigeria, naira, fall, suspends, rate, tracking",2021-09-19T11:03:12.887Z,2021-09-19T11:03:12.887Z,1
10216,"red carpet, photos, television, best, bring, glamour, emmys, spring",2021-09-20T13:01:59.100Z,2021-09-21T10:42:35.310Z,2
9877,"watch, finally, available, netflix, film, schumacher",2021-09-16T04:10:07.120Z,2021-09-18T05:36:28.337Z,2
9566,"inge lotz, podcast, story, miscarriage, justice, episode, fred, murder",2021-09-13T06:48:58.420Z,2021-09-15T18:26:23.723Z,10
9760,"draw, manchester united, ronaldo, scores, stunned, young, boys, champions league",2021-09-14T20:11:09.623Z,2021-09-19T12:18:00.930Z,6
10101,"letter, sa, lose, figo, ecosport, bring, focus, new",2021-09-19T15:04:30.367Z,2021-09-19T15:04:30.367Z,1
10106,"horse, owners, struggling, buy, ivermectin, americans, scramble, unproven",2021-09-19T18:07:04.303Z,2021-09-19T18:07:04.303Z,1
10057,"bagnaia, san, marino, motogp, pole, takes, record, lap",2021-09-18T14:58:13.037Z,2021-09-19T13:25:54.527Z,2
9562,"uk, sa, red list, mauritius, ends, ban, travellers, flights",2021-09-13T06:09:12.380Z,2021-09-17T18:34:30.503Z,6
10191,"suidooster, new, characters, ab, faces, health, crisis",2021-09-20T11:12:32.040Z,2021-09-20T11:12:32.040Z,1
9688,"springboks, wallabies, world rugby, lead, atop, rankings, cut, rise",2021-09-14T06:51:23.233Z,2021-09-17T20:27:16.243Z,5
9763,"unique, les, twins, latest, collab, fusion, dance, motion",2021-09-15T02:46:04.990Z,2021-09-15T02:46:04.990Z,1
5053,"brain, adhd, baby, explained, child, help, affect, teen",2021-06-09T04:25:53.510Z,2021-08-27T06:10:40.010Z,58
9580,"money, tips, time, municipal elections, elections 2021, 2021, future, plan",2021-09-13T08:51:22.067Z,2021-09-18T22:43:52.053Z,14
9583,"activists, report, deadly, year, latam, environment, defenders, sa",2021-09-13T09:06:44.543Z,2021-09-19T11:15:02.547Z,5
9630,"james, middleton, knot, tie, secret, ceremony, france, ties",2021-09-13T13:49:45.590Z,2021-09-13T14:12:14.827Z,2
9821,"trump, china, book, dubious, sanity, us, general, secretly",2021-09-15T08:54:34.587Z,2021-09-18T03:10:40.207Z,3
5272,"baby names, beautiful, xhosa, zulu, boys, girls",2021-06-14T12:39:11.900Z,2021-06-17T12:14:28.977Z,2
8409,"killed, crash, pietermaritzburg, update, tragic, accident, children, pupils",2021-08-30T09:08:26.660Z,2021-09-05T06:15:42.087Z,14
9048,"tanzanian, judge, recuses, self, terrorism, case, opposition, leader",2021-09-06T15:15:27.620Z,2021-09-06T15:15:27.620Z,1
9300,"apply, host, events, holiday, activities",2021-09-09T04:23:31.593Z,2021-09-09T04:23:31.593Z,1
9581,"erika bornman, mission, malice, tops, bestseller, charts",2021-09-13T08:56:02.007Z,2021-09-13T08:56:02.007Z,1
9802,"watch, uk, teen, wheelchairbound, year, taught, walk",2021-09-15T05:07:49.717Z,2021-09-15T05:07:49.717Z,1
9804,"company, director, fake, vat, claims, woman, handed, suspended",2021-09-15T05:31:37.613Z,2021-09-17T19:27:00.470Z,5
9876,"bmw, looks, use, hemp, fibre, light, panels",2021-09-16T04:07:38.587Z,2021-09-16T04:07:38.587Z,1
9887,"kenyan, officials, convicted, embezzling, olympic, funds",2021-09-16T04:22:37Z,2021-09-16T04:22:37Z,1
9950,"french, rugby, player, banned, calling, wp, junior, wing",2021-09-16T12:11:21.377Z,2021-09-16T12:11:21.377Z,1
9996,"feminist, makoti, traditional, wife, married, share, experiences",2021-09-17T09:32:51.763Z,2021-09-17T09:32:51.763Z,1
10076,"law, organs, register, tissue, organ, donors, save, lives",2021-09-18T22:40:52.460Z,2021-09-18T22:40:52.460Z,1
10080,"hanging judge, light, touch, refereeing, work",2021-09-18T22:42:57.937Z,2021-09-18T22:42:57.937Z,1
9230,"elon musk, starlink, russia, space, chief, invited, home, talk",2021-09-08T07:34:46.837Z,2021-09-12T10:25:33.270Z,3
6923,"law, firm, justice, minister, bungled, lottery, corruption, probe",2021-07-22T19:31:42.010Z,2021-07-24T08:33:56.610Z,3
6756,"audi, new, sa, pricing, audi rs 3, makes, international, debut",2021-07-19T11:00:02.533Z,2021-08-23T12:30:05.227Z,6
7760,"wants, know, hate, white, people, dark, motherhood, angry",2021-08-12T12:06:17.233Z,2021-08-19T11:22:26.533Z,2
9917,"biden, pm, australians, squirm, calls, fellow, scott morrison, appeared",2021-09-16T06:22:53.920Z,2021-09-16T12:32:55.613Z,2
9593,"vietnamese, fleeing, virus, found, refrigerated, truck, media",2021-09-13T09:35:41.207Z,2021-09-13T09:35:41.207Z,1
9590,"container ship, suez canal, world, biggest, ace, continuing, maiden, voyage",2021-09-13T09:22:14.213Z,2021-09-13T09:22:14.213Z,1
8774,umqombothi,2021-09-02T13:01:51.650Z,2021-09-02T13:01:51.650Z,1
1790,"sa, wandile sihlobo, food, food prices, prices, year, agriculture, farmers",2021-03-29T18:40:17.780Z,2021-08-27T13:53:53.640Z,64
6406,"home, like, regular, rugged, diy, bush, trailer, photos",2021-07-09T09:15:40.410Z,2021-08-29T11:11:39.130Z,16
10159,"social distancing, fda, chief, rule, arbitrary, knows, came",2021-09-20T07:20:37.457Z,2021-09-20T07:20:37.457Z,1
9753,"heritage, month, remains, michael, balie, returned, genadendal",2021-09-14T16:51:21.187Z,2021-09-14T16:51:21.187Z,1
8582,"ivory coast, outcry, televised, rape, demonstration",2021-08-31T18:54:35.580Z,2021-08-31T18:54:35.580Z,1
3672,"pietermaritzburg, swimming, star, sates, clocks, olympic, qualification, times",2021-05-08T04:06:29.930Z,2021-05-10T04:47:26.657Z,2
10673,"desmond tutu, cape town, pics, loathsome, shock, mural, cape, town",2021-09-26T16:27:23.640Z,2021-09-26T16:27:23.640Z,1
10667,"architect, sweden, nolockdown, covid19, response, approach, basically, correct",2021-09-26T09:50:16.673Z,2021-09-26T09:50:16.673Z,1
10627,"spar, tadu nare, grand prix, undefeated, grand, prix, strict, coach",2021-09-25T04:04:26.750Z,2021-09-25T22:04:32.223Z,3
10567,"lions, urc, opener, stormers, italy, bulls, united, rugby",2021-09-23T11:56:24.197Z,2021-09-25T19:19:46.533Z,7
10674,"education department, teaching, assistants, invited, apply, phase, employment, initiative",2021-09-26T18:05:33.120Z,2021-09-26T18:05:33.120Z,1
10662,"coach, searches, us, football, field, find, player, necklace",2021-09-26T07:11:45.443Z,2021-09-26T07:11:45.443Z,1
10554,"united rugby championship, wrap, round",2021-09-23T10:22:10.107Z,2021-09-23T10:22:10.107Z,1
10374,"im, alive, pope, wanted, dead, catholic church, apologises, canada",2021-09-21T18:00:28.577Z,2021-09-25T10:56:18.570Z,2
10636,"watch, wild, boar, streets, rome, threaten, undermine, city",2021-09-25T09:58:44.097Z,2021-09-25T09:58:44.097Z,1
10383,"new zealand, kfc, gang, associates, arrested, trying, smuggle, car",2021-09-21T19:56:25.797Z,2021-09-23T10:18:38.170Z,2
5512,"rhino poaching, suspect, mr, big, killed, hit",2021-06-18T16:53:27.580Z,2021-06-18T16:53:27.580Z,1
10449,"sundowns, teko modise, mamelodi sundowns, sa, soccer, great, named, mamelodi",2021-09-22T11:00:04.273Z,2021-09-24T12:28:56.590Z,2
10635,"libya, pm, draws, crowd, mass, wedding, protest, parliament",2021-09-25T09:58:09.890Z,2021-09-25T10:57:05.233Z,2
10492,"tunisia, president, takes, new, powers, reform, system, jailed",2021-09-22T18:52:00.043Z,2021-09-25T07:53:56.817Z,2
10271,"amnesty, pietermaritzburg, business, organisation, slams, city, offer, beleaguered",2021-09-21T04:32:12.070Z,2021-09-24T07:29:06.597Z,5
10510,"vir, van, en, despatch, tot, sa, wel, wêreldberoemde",2021-09-23T04:22:15.560Z,2021-09-30T04:43:33.087Z,20
10341,"spacex, crew, toilet, elon musk, challenges, promises, upgrade, fan",2021-09-21T12:54:14.570Z,2021-09-27T14:09:48.327Z,2
10278,"letters, blue, eyes, sky, looters, notified, cameras",2021-09-21T04:38:39.120Z,2021-09-21T04:38:39.130Z,2
6888,"pro, rider, piano, tuner, bicycle, collectors, andrew, tour de france",2021-07-22T08:59:13.320Z,2021-08-06T05:20:12.057Z,4
10367,"measure, jabulani sikhakhane, metrics, numbers, game, sifiso skenjana, technology, evolving",2021-09-21T16:02:28.423Z,2021-09-22T19:15:12.430Z,2
10447,"sa, crypto, developer, fluffypony, released, custody, wants, come",2021-09-22T10:24:03.277Z,2021-09-22T10:24:03.277Z,1
10427,"el salvador, millennial, president, changed, twitter, bio, calling, coolest",2021-09-22T07:15:17.693Z,2021-09-22T07:15:17.693Z,1
10575,"podcast, women, share, process, easier",2021-09-23T14:20:38.040Z,2021-09-23T14:20:38.040Z,1
2236,"melanie verwoerd, western cape, wexit, western, cape, cape independence, opinion, dear",2021-04-08T03:07:22.640Z,2021-04-13T12:01:48.017Z,2
3580,"sexual assault, willem breytenbach, case, journalist, teacher, willem, breytenbach",2021-05-06T10:28:44.733Z,2021-05-06T10:28:44.733Z,1
10579,"us, special, envoy, haiti, resigns, amid, deportations, report",2021-09-23T15:55:02.410Z,2021-09-23T15:55:02.410Z,1
10345,"red, star, raceway, title, battle, host, instalment, gtc",2021-09-21T13:36:49.760Z,2021-09-23T05:30:06.953Z,2
10342,"england rugby, vunipolas, senior, players, dropped, squad, rugby world cup, england",2021-09-21T13:03:19.380Z,2021-09-22T14:21:32.287Z,2
10423,"jeff bezos, richard branson, hungry earth, un, chief, tears, richard, branson",2021-09-22T06:22:28.427Z,2021-09-22T06:22:28.427Z,1
2470,"china, us, google, report, data, biden, apple, ban",2021-04-13T05:00:02.190Z,2021-08-29T06:59:54.163Z,45
2136,"nft, art, historian, da, vinci, mundi, digital art, piece",2021-04-06T13:02:59.273Z,2021-05-04T15:21:51.757Z,5
10518,"ntando mahlangu, chats, victorious, home, stretch, life, school",2021-09-23T04:36:23.837Z,2021-09-23T04:36:23.837Z,1
10270,"pietermaritzburg, family, lucky, alive, rock, attack, dr, chota",2021-09-21T04:32:12.063Z,2021-09-21T04:32:12.063Z,1
10382,"bodies, migrants, child, found, spain, coast",2021-09-21T19:56:04.373Z,2021-09-21T19:56:04.373Z,1
10347,"moonchild sanelly, featured, fifa, soundtrack, pinching",2021-09-21T13:55:53.973Z,2021-09-21T13:55:53.973Z,1
9548,"messenger, rna, works, nature, making, vaccines",2021-09-13T05:00:13.130Z,2021-09-13T05:00:13.130Z,1
10493,"sun international, sa, destination, experience, ceo",2021-09-22T19:00:37.723Z,2021-09-22T19:00:37.723Z,1
10283,"medical aid, cost, lower, owner, medscheme",2021-09-21T05:28:33.353Z,2021-09-21T05:28:33.353Z,1
9641,"steinhoff, settlement, liquidation, pepkor, help, fund, billion, postpone",2021-09-13T16:34:01.800Z,2021-09-15T14:42:13.830Z,5
5665,"life coach, pics, drakensberg, uses, naked, hike, men, help",2021-06-23T08:30:25.347Z,2021-06-23T08:30:25.347Z,1
8646,"dwayne johnson, reaching, lookalike, wholesome, content, need, today",2021-09-01T09:42:07.297Z,2021-09-01T09:42:07.297Z,1
8693,"nominees, 5th, royalty, soapie, awards, rising star, skeem saam, mbalenhle",2021-09-01T17:10:15.330Z,2021-09-03T07:20:23.517Z,2
8432,"snow, durban, extreme weather, parts, pietermaritzburg, expect, expert, opinion",2021-08-30T11:34:38.277Z,2021-09-04T04:17:55.740Z,3
8480,"vaccine doses, africa, doses, nations, eu, astrazeneca, vaccine, supply",2021-08-30T20:25:15.723Z,2021-09-05T15:21:15.420Z,7
8846,"leonardo, rooftop, bar, opens, helicopter, delivers, moët, vending",2021-09-03T12:58:50.470Z,2021-09-03T12:58:50.470Z,1
8767,"drip footwear, lekau sehoana, founder, lekau, sehoana",2021-09-02T11:24:45.443Z,2021-09-02T11:24:45.443Z,1
8751,"steinhoff, bid, court, liquidation, tekkie town, owners, longawaited, liquidated",2021-09-02T09:25:08.703Z,2021-09-03T13:30:07.600Z,3
8863,"biden, orders, declassification, reviews, documents, related, september, attacks",2021-09-03T20:06:08.640Z,2021-09-03T20:06:08.640Z,1
8621,"months, failing, sell, timbercity, pepkor, calls, quits, franchises",2021-09-01T04:37:26.747Z,2021-09-01T10:10:07.840Z,2
8408,"dr, dan, matjila, secret, deal, survé, r700m, debt",2021-08-30T09:08:11.907Z,2021-08-30T09:08:11.907Z,1
7352,"katlego maboe, social media, returns, social, media, following, cheating, scandal",2021-08-03T08:28:30.740Z,2021-08-03T08:28:30.740Z,1
8694,"judge, desai, hits, zionist, federation, complaint, proisrael, activities",2021-09-01T17:22:21.290Z,2021-09-01T17:22:21.290Z,1
8338,"mayor, bhanga, accident, involved, people, dead, undergo, surgery",2021-08-29T08:08:20.940Z,2021-08-29T11:35:47.960Z,2
5405,"sa, bhengu, kzn, killing, set, backwards, hate crime, lgbtiq",2021-06-17T04:53:49.770Z,2021-07-14T04:07:40.837Z,10
8825,"yoshihide suga, prime, minister, japan, set, resign, year, office",2021-09-03T09:44:55.447Z,2021-09-03T09:44:55.447Z,1
8233,"sponsored, power, empower, free, webinar",2021-08-25T08:25:07.290Z,2021-08-25T08:25:07.290Z,1
2657,"comrades, centenary, hope, challenge, race, virtual, comrades marathon, run",2021-04-16T04:20:44.467Z,2021-07-15T04:32:47.100Z,20
8540,"sardine run, kzn, biggest, decade",2021-08-31T11:31:43.560Z,2021-08-31T11:31:43.560Z,1
7991,"south africa, marriott, bonvoy™, launches, cravings",2021-08-18T08:19:43.983Z,2021-08-18T08:19:43.983Z,1
4365,"radioactive, russian, nuclear, agency, rosatom, backs, antipoaching, bid",2021-05-24T05:25:26.287Z,2021-06-04T14:30:36.100Z,2
8516,"manenberg, serial, cat, killer, dogs, caught, cctv, attacks",2021-08-31T09:03:42.887Z,2021-09-03T04:25:57.037Z,3
8336,"breakfast, cereals, sa, highest, sugar, content, targeting, kids",2021-08-29T07:00:29.627Z,2021-08-29T07:00:29.627Z,1
8339,"cape town, look, adidas, launched, women, store, design, elements",2021-08-29T10:07:19.357Z,2021-08-29T10:07:19.357Z,1
8173,"finance minister, mozambique, us, extradition, sa, home, years, wrangling",2021-08-23T17:51:35.750Z,2021-08-27T13:20:21.337Z,5
6261,"iqbal sharma, sa, interpol, red, guptas, high court, estina dairy farm, court",2021-07-06T14:13:55.853Z,2021-07-14T15:57:40.367Z,7
8682,"watch, japan, finds, contaminated, moderna, vial",2021-09-01T15:00:56.683Z,2021-09-01T15:00:56.683Z,1
8652,"funeral, plan, app, leave, family, policy, date, pandemic",2021-09-01T10:17:15.357Z,2021-09-02T07:01:00.443Z,2
7974,"roof, start",2021-08-18T04:09:31.483Z,2021-08-18T04:09:31.483Z,1
7981,"family, pays, tributes, oscar, zondi, maphanga",2021-08-18T04:32:09.077Z,2021-08-18T04:32:09.077Z,1
7877,"wants, help, train, future, stars, pietermaritzburg, hockey, ace",2021-08-16T04:37:24.050Z,2021-08-18T04:27:16.147Z,2
7969,"right, reply, cilliers, kasrils, claim, principal, agent, network",2021-08-18T03:16:38.917Z,2021-08-18T03:16:38.917Z,1
8114,"suicide squad, daniela, melchior, catching, rats, bad, guys",2021-08-20T12:47:21.947Z,2021-08-20T12:47:21.947Z,1
8134,"stars, oval invincibles, sa, kapp, win, inaugural, women, final",2021-08-21T18:03:41.873Z,2021-08-23T19:20:19.607Z,3
8191,"watch, layers, black, transgender, woman",2021-08-24T09:00:02.200Z,2021-08-24T09:00:02.200Z,1
107,"bafana, motsepe, caf, city press, sport, coach, tim spirit, football",2021-03-01T13:36:01.773Z,2021-08-28T22:14:20.323Z,100
44,"kaizer chiefs, sundowns, al ahly, chiefs, caf champions league, caf, pitso, pitso mosimane",2021-03-01T06:42:47.890Z,2021-08-27T17:35:47.587Z,160
8316,"bank, england, removes, paintings, governors, linked, slavery",2021-08-27T19:36:10.697Z,2021-08-27T19:36:10.697Z,1
8157,"us, tropical storm, look, photos, capture, flooding, wreckage, henri",2021-08-23T07:41:26.523Z,2021-08-28T14:01:43.067Z,2
7294,"sundowns, pirates, chiefs, penalty, saves, mtn8, coach, share",2021-08-02T04:22:51.950Z,2021-08-28T15:35:48.257Z,11
8332,"temptation, island, sa, distasteful, reality",2021-08-28T22:14:32.313Z,2021-08-28T22:14:32.313Z,1
8401,"ice cream, watch, sweet, reason, usbased, dad, bought, truck",2021-08-30T07:56:07.830Z,2021-08-30T07:56:07.830Z,1
8442,"royal bafokeng, black panther, black, panther, stakes, dischem",2021-08-30T12:32:14.707Z,2021-08-30T12:32:14.707Z,1
8466,"watch, theranos, founder, claim, abuse, ex, fraud, trial",2021-08-30T16:15:07.473Z,2021-08-30T16:15:07.473Z,1
8525,"zambia, talented, esther, chungu, joins, honey, tv, new",2021-08-31T09:57:03.493Z,2021-08-31T15:19:44.893Z,3
7738,"fashion, red carpet, calendar, highlight, second, actual, events, cannes film festival",2021-08-12T08:57:02.537Z,2021-08-16T22:02:20.983Z,2
7530,"cynthia stimpel, profile, treated, like, pariah, followed, costs, saa",2021-08-06T09:28:35.767Z,2021-08-06T09:28:35.767Z,1
5966,"microsoft office, south africans, free, south, africans, 5tb, storage",2021-06-29T17:04:35.310Z,2021-06-29T17:04:35.310Z,1
20,"school, schools, pupils, covid19, education, opinion, children, high",2021-03-01T04:22:03.480Z,2021-04-08T11:16:11.757Z,116
7558,"digital vibes scandal, weekend, witness, visits, nail, bar, linked",2021-08-07T04:28:01.680Z,2021-08-07T04:28:01.680Z,1
2337,"diy, refurbish, car, rims, look, brand, new, nissan 1400 bakkie",2021-04-09T11:39:19.727Z,2021-04-14T05:08:56.897Z,2
1479,"gallery, inside, set, 1magic, new, telenovela, lingashoni",2021-03-23T13:48:46.547Z,2021-03-23T13:48:46.547Z,1
10982,"amazon, robot, unveils, cience, fiction, patrol, homes, new",2021-09-29T05:54:13.003Z,2021-09-29T14:26:48.143Z,2
11025,"gateway, robbery, shopping centre, watch, security guard, shot, dramatic, jewellery",2021-09-29T14:13:11.590Z,2021-10-02T13:54:53.697Z,5
11003,"pics, snake, catcher, rare, rescue, vine, snakes, durban",2021-09-29T10:58:07.080Z,2021-09-29T10:58:07.080Z,1
10821,"r kelly, sex, found, guilty, crimes, sex trafficking, racketeering, trafficking",2021-09-27T19:36:15.957Z,2021-09-28T16:34:38.817Z,3
10988,"cape town, vandalism, stalls, trains, northern, line",2021-09-29T08:59:02.870Z,2021-09-29T08:59:02.870Z,1
10902,"french, astronaut, snapped, gorgeous, photo, aurora, glowing, green",2021-09-28T13:14:14.353Z,2021-09-28T13:14:14.353Z,1
11024,"interview, ppc, debt",2021-09-29T14:01:53.637Z,2021-09-29T14:01:53.637Z,1
10825,"nike, volvo, limitededition, sustainable, sneaker, allelectric, appeal, volvo xc40 p8 recharge",2021-09-28T02:30:06.363Z,2021-09-30T16:00:36.653Z,2
10794,"lewis hamilton, driver, formula 1, toby venter, interview, coming, sa, kyalami",2021-09-27T13:55:18.920Z,2021-10-02T10:50:57.657Z,3
10891,"egypt, tries, researcher, held, return, italy, false, news",2021-09-28T11:50:26.207Z,2021-09-28T11:50:26.207Z,1
10799,"prince william, new, kate, kate middleton, emma raducanu, game, set, match",2021-09-27T14:36:54.297Z,2021-10-01T14:00:36.640Z,6
10740,"cape, metro, launches, probe, tutu, mural, defaced, kword",2021-09-27T09:24:50.077Z,2021-09-27T09:24:50.077Z,1
10683,"cape town, city, district, bylaws, homeless, da, good, eviction",2021-09-27T03:07:56.683Z,2021-10-02T15:47:23.140Z,7
10781,"lifesaving sa, de, championships, ready, amica, jager, ryle, morny",2021-09-27T12:56:51.363Z,2021-10-03T07:07:21.093Z,4
10749,"drug, craze, alarms, congo, capital",2021-09-27T10:19:11.800Z,2021-09-27T10:19:11.800Z,1
8061,"pastor enoch phiri, reflects, journey, controversial, show, amabishop",2021-08-19T12:34:06.573Z,2021-08-19T12:34:06.573Z,1
10701,"watch, improved, balance, better, allround, performance, sabound, suzuki",2021-09-27T05:01:53.113Z,2021-09-27T05:01:53.113Z,1
5577,"ppc, interview, rights issue, slashes, debt, avoid, ceo, fixing",2021-06-21T11:22:29.723Z,2021-06-23T03:03:34.110Z,3
5076,"uct, smuts, residence, jan smuts, src, supports, dropping, michael",2021-06-09T09:06:47.097Z,2021-06-21T14:15:02.780Z,4
4982,"youth, youth day, need, youth unemployment, ramaphosa, 1976, jobless, sa",2021-06-07T14:01:43.263Z,2021-06-26T10:03:20.640Z,22
7779,"erika bornman, virtual, book, launch, mission, malice, exodus, kwasizabantu",2021-08-12T16:57:34.470Z,2021-08-12T18:01:59.997Z,2
9308,"comic, rise, variants, year, old, book, artist, creates",2021-09-09T05:58:50.350Z,2021-09-09T05:58:50.350Z,1
3863,"curro, buy, private, school, joburg",2021-05-12T08:30:27.857Z,2021-05-12T08:30:27.857Z,1
6789,"mexico, spyware, spying, ramaphosa, paranoid, heart, scandal, president",2021-07-20T08:47:32.700Z,2021-07-28T09:34:57.680Z,4
10722,"howick, fire, fighter, learned, lot, canada",2021-09-27T07:36:45.220Z,2021-09-27T07:36:45.220Z,1
9803,"watch, dazzling, potential, labgrown, diamonds",2021-09-15T05:16:18.830Z,2021-09-15T05:16:18.830Z,1
9684,"team gb, watch, 14yearold, climbing, wall, home, wins, spot",2021-09-14T05:18:53.123Z,2021-09-14T05:18:53.123Z,1
9570,"arc, de, triomphe, paris, art, installation, wrapping, begins",2021-09-13T07:19:35.333Z,2021-09-15T13:23:57.657Z,2
9759,"watch, round, hots, malaysian, bar, makes, covid19, cocktails",2021-09-14T18:19:47.897Z,2021-09-14T18:19:47.897Z,1
9736,"fetus, found, taxi, rank, bin, durban",2021-09-14T13:25:11.910Z,2021-09-14T13:25:11.910Z,1
9741,"pakistan, tour, bangladesh, tests, t20is",2021-09-14T15:11:22.157Z,2021-09-14T15:11:22.157Z,1
9778,"books, promote, reading, protect, heritage",2021-09-15T04:18:19.263Z,2021-09-15T04:18:19.263Z,1
